CO_MUN_GEO;NO_MUN;NO_MUN_MIN;CO_MUN_ATUALIZADOS
2305506;IGUATU;Iguatu;2305506
2305605;INDEPENDENCIA;Independência;2305605
2305654;IPAPORANGA;Ipaporanga;2305654
2305704;IPAUMIRIM;Ipaumirim;2305704
2305803;IPU;Ipu;2305803
2305902;IPUEIRAS;Ipueiras;1709807
2306009;IRACEMA;Iracema;1400282
2306108;IRAUCUBA;Irauçuba;2306108
2306207;ITAICABA;Itaiçaba;2306207
2306256;ITAITINGA;Itaitinga;2306256
2306306;ITAPAGE;Itapagé;2306306
2306405;ITAPIPOCA;Itapipoca;2306405
2306504;ITAPIUNA;Itapiúna;2306504
2306553;ITAREMA;Itarema;2306553
2306603;ITATIRA;Itatira;2306603
2306702;JAGUARETAMA;Jaguaretama;2306702
2306801;JAGUARIBARA;Jaguaribara;2306801
2306900;JAGUARIBE;Jaguaribe;2306900
2307007;JAGUARUANA;Jaguaruana;2307007
2307106;JARDIM;Jardim;5005004
2307205;JATI;Jati;2307205
2307254;JIJOCA DE JERICOACOARA;Jijoca de Jericoacoara;2307254
2307304;JUAZEIRO DO NORTE;Juazeiro do Norte;2307304
2307403;JUCAS;Jucás;2307403
2307502;LAVRAS DA MANGABEIRA;Lavras da Mangabeira;2307502
2307601;LIMOEIRO DO NORTE;Limoeiro do Norte;2307601
2307635;MADALENA;Madalena;2307635
2307650;MARACANAU;Maracanaú;2307650
2307700;MARANGUAPE;Maranguape;2307700
2307809;MARCO;Marco;2307809
2307908;MARTINOPOLE;Martinópole;2307908
2308005;MASSAPE;Massapê;2308005
2308104;MAURITI;Mauriti;2308104
2308203;MERUOCA;Meruoca;2308203
2308302;MILAGRES;Milagres;2308302
2308351;MILHA;Milhã;2308351
2308377;MIRAIMA;Miraíma;2308377
3125606;FELISBURGO;Felisburgo;3125606
3125705;FELIXLANDIA;Felixlândia;3125705
3125804;FERNANDES TOURINHO;Fernandes Tourinho;3125804
3125903;FERROS;Ferros;3125903
3125952;FERVEDOURO;Fervedouro;3125952
3126000;FLORESTAL;Florestal;3126000
3126109;FORMIGA;Formiga;3126109
3126208;FORMOSO;Formoso;5208103
3126307;FORTALEZA DE MINAS;Fortaleza de Minas;3126307
3126406;FORTUNA DE MINAS;Fortuna de Minas;3126406
3126505;FRANCISCO BADARO;Francisco Badaró;3126505
3126604;FRANCISCO DUMONT;Francisco Dumont;3126604
3126703;FRANCISCO SA;Francisco Sá;3126703
3126752;FRANCISCOPOLIS;Franciscópolis;3126752
3126802;FREI GASPAR;Frei Gaspar;3126802
3126901;FREI INOCENCIO;Frei Inocêncio;3126901
3126950;FREI LAGONEGRO;Frei Lagonegro;3126950
3127008;FRONTEIRA;Fronteira;3127008
3127057;FRONTEIRA DOS VALES;Fronteira dos Vales;3127057
3127073;FRUTA DE LEITE;Fruta de Leite;3127073
3127107;FRUTAL;Frutal;3127107
3127206;FUNILANDIA;Funilândia;3127206
3127305;GALILEIA;Galiléia;3127305
3127339;GAMELEIRAS;Gameleiras;3127339
3127354;GLAUCILANDIA;Glaucilândia;3127354
3127370;GOIABEIRA;Goiabeira;3127370
3127388;GOIANA;Goianá;3127388
3127404;GONCALVES;Gonçalves;3127404
3127503;GONZAGA;Gonzaga;3127503
3127602;GOUVEIA;Gouveia;3127602
3127701;GOVERNADOR VALADARES;Governador Valadares;3127701
3127800;GRAO MOGOL;Grão Mogol;3127800
3127909;GRUPIARA;Grupiara;3127909
3128006;GUANHAES;Guanhães;3128006
3128105;GUAPE;Guapé;3128105
3128204;GUARACIABA;Guaraciaba;4206405
3128253;GUARACIAMA;Guaraciama;3128253
3128303;GUARANESIA;Guaranésia;3128303
3128402;GUARANI;Guarani;3128402
3128501;GUARARA;Guarará;3128501
3128600;GUARDA-MOR;Guarda-Mor;3128600
3128709;GUAXUPE;Guaxupé;3128709
3128808;GUIDOVAL;Guidoval;3128808
3128907;GUIMARANIA;Guimarânia;3128907
3129004;GUIRICEMA;Guiricema;3129004
3129103;GURINHATA;Gurinhatã;3129103
3129202;HELIODORA;Heliodora;3129202
3129301;IAPU;Iapu;3129301
3129400;IBERTIOGA;Ibertioga;3129400
3129509;IBIA;Ibiá;3129509
3129608;IBIAI;Ibiaí;3129608
3129657;IBIRACATU;Ibiracatu;3129657
3129707;IBIRACI;Ibiraci;3129707
3129806;IBIRITE;Ibirité;3129806
2308401;MISSAO VELHA;Missão Velha;2308401
2308500;MOMBACA;Mombaça;2308500
2308609;MONSENHOR TABOSA;Monsenhor Tabosa;2308609
2308708;MORADA NOVA;Morada Nova;2308708
2308807;MORAUJO;Moraújo;2308807
2308906;MORRINHOS;Morrinhos;2308906
2309003;MUCAMBO;Mucambo;2309003
2309102;MULUNGU;Mulungu;2309102
2309201;NOVA OLINDA;Nova Olinda;1714880
2309300;NOVA RUSSAS;Nova Russas;2309300
2309409;NOVO ORIENTE;Novo Oriente;2309409
2309458;OCARA;Ocara;2309458
2309508;OROS;Orós;2309508
2309607;PACAJUS;Pacajus;2309607
2309706;PACATUBA;Pacatuba;2804904
2309805;PACOTI;Pacoti;2309805
2309904;PACUJA;Pacujá;2309904
2310001;PALHANO;Palhano;2310001
2310100;PALMACIA;Palmácia;2310100
2310209;PARACURU;Paracuru;2310209
2310258;PARAIPABA;Paraipaba;2310258
2310308;PARAMBU;Parambu;2310308
2310407;PARAMOTI;Paramoti;2310407
2310506;PEDRA BRANCA;Pedra Branca;2310506
2310605;PENAFORTE;Penaforte;2310605
2310704;PENTECOSTE;Pentecoste;2310704
2310803;PEREIRO;Pereiro;2310803
2310852;PINDORETAMA;Pindoretama;2310852
2310902;PIQUET CARNEIRO;Piquet Carneiro;2310902
2310951;PIRES FERREIRA;Pires Ferreira;2310951
2311009;PORANGA;Poranga;2311009
2311108;PORTEIRAS;Porteiras;2311108
2311207;POTENGI;Potengi;2311207
2311231;POTIRETAMA;Potiretama;2311231
2311264;QUITERIANOPOLIS;Quiterianópolis;2311264
2311306;QUIXADA;Quixadá;2311306
2311355;QUIXELO;Quixelô;2311355
2311405;QUIXERAMOBIM;Quixeramobim;2311405
2311504;QUIXERE;Quixeré;2311504
2311603;REDENCAO;Redenção;1506138
2311702;RERIUTABA;Reriutaba;2311702
2311801;RUSSAS;Russas;2311801
2311900;SABOEIRO;Saboeiro;2311900
2311959;SALITRE;Salitre;2311959
2312007;SANTANA DO ACARAU;Santana do Acaraú;2312007
2312106;SANTANA DO CARIRI;Santana do Cariri;2312106
2312205;SANTA QUITERIA;Santa Quitéria;2312205
2312304;SAO BENEDITO;São Benedito;2312304
2312403;SAO GONCALO DO AMARANTE;São Gonçalo do Amarante;2412005
2312502;SAO JOAO DO JAGUARIBE;São João do Jaguaribe;2312502
2312601;SAO LUIS DO CURU;São Luís do Curu;2312601
2312700;SENADOR POMPEU;Senador Pompeu;2312700
2312809;SENADOR SA;Senador Sá;2312809
2312908;SOBRAL;Sobral;2312908
2313005;SOLONOPOLE;Solonópole;2313005
2313104;TABULEIRO DO NORTE;Tabuleiro do Norte;2313104
2313203;TAMBORIL;Tamboril;2313203
2313252;TARRAFAS;Tarrafas;2313252
2313302;TAUA;Tauá;2313302
2313351;TEJUCUOCA;Tejuçuoca;2313351
2313401;TIANGUA;Tianguá;2313401
2313500;TRAIRI;Trairi;2313500
2313559;TURURU;Tururu;2313559
2313609;UBAJARA;Ubajara;2313609
2313708;UMARI;Umari;2313708
2313757;UMIRIM;Umirim;2313757
2313807;URUBURETAMA;Uruburetama;2313807
2313906;URUOCA;Uruoca;2313906
2313955;VARJOTA;Varjota;2313955
2314003;VARZEA ALEGRE;Várzea Alegre;2314003
2314102;VICOSA DO CEARA;Viçosa do Ceará;2314102
2400109;ACARI;Acari;2400109
2400208;ACU;Açu;2400208
2400307;AFONSO BEZERRA;Afonso Bezerra;2400307
2400406;AGUA NOVA;Água Nova;2400406
2400505;ALEXANDRIA;Alexandria;2400505
2400604;ALMINO AFONSO;Almino Afonso;2400604
2400703;ALTO DO RODRIGUES;Alto do Rodrigues;2400703
2400802;ANGICOS;Angicos;2400802
2400901;ANTONIO MARTINS;Antônio Martins;2400901
2401008;APODI;Apodi;2401008
2401107;AREIA BRANCA;Areia Branca;2800506
2401206;ARES;Arês;2401206
2401305;AUGUSTO SEVERO;Augusto Severo;2401305
2401404;BAIA FORMOSA;Baía Formosa;2401404
2401453;BARAUNA;Baraúna;2401453
2401503;BARCELONA;Barcelona;2401503
2401602;BENTO FERNANDES;Bento Fernandes;2401602
2401651;BODO;Bodó;2401651
2401701;BOM JESUS;Bom Jesus;2401701
2401800;BREJINHO;Brejinho;2401800
2401859;CAICARA DO NORTE;Caiçara do Norte;2401859
2401909;CAICARA DO RIO DO VENTO;Caiçara do Rio do Vento;2401909
2402006;CAICO;Caicó;2402006
2402105;CAMPO REDONDO;Campo Redondo;2402105
2402204;CANGUARETAMA;Canguaretama;2402204
2402303;CARAUBAS;Caraúbas;2402303
2402402;CARNAUBA DOS DANTAS;Carnaúba dos Dantas;2402402
2402501;CARNAUBAIS;Carnaubais;2402501
2402600;CEARA-MIRIM;Ceará-Mirim;2402600
2402709;CERRO CORA;Cerro Corá;2402709
2402808;CORONEL EZEQUIEL;Coronel Ezequiel;2402808
1719004;SANTA TEREZA DO TOCANTINS;Santa Tereza do Tocantins;1719004
1720002;SANTA TEREZINHA DO TOCANTINS;Santa Terezinha do Tocantins;1720002
1720101;SAO BENTO DO TOCANTINS;São Bento do Tocantins;1720101
1720150;SAO FELIX DO TOCANTINS;São Félix do Tocantins;1720150
1720200;SAO MIGUEL DO TOCANTINS;São Miguel do Tocantins;1720200
1720259;SAO SALVADOR DO TOCANTINS;São Salvador do Tocantins;1720259
1720309;SAO SEBASTIAO DO TOCANTINS;São Sebastião do Tocantins;1720309
1720499;SAO VALERIO DA NATIVIDADE;São Valério da Natividade;1720499
1720655;SILVANOPOLIS;Silvanópolis;1720655
1720804;SITIO NOVO DO TOCANTINS;Sítio Novo do Tocantins;1720804
1720853;SUCUPIRA;Sucupira;1720853
1720903;TAGUATINGA;Taguatinga;1720903
1720937;TAIPAS DO TOCANTINS;Taipas do Tocantins;1720937
1720978;TALISMA;Talismã;1720978
1721000;PALMAS;Palmas;1721000
1721109;TOCANTINIA;Tocantínia;1721109
1721208;TOCANTINOPOLIS;Tocantinópolis;1721208
1721257;TUPIRAMA;Tupirama;1721257
1721307;TUPIRATINS;Tupiratins;1721307
1722081;WANDERLANDIA;Wanderlândia;1722081
1722107;XAMBIOA;Xambioá;1722107
2100055;ACAILANDIA;Açailândia;2100055
2100105;AFONSO CUNHA;Afonso Cunha;2100105
2100154;AGUA DOCE DO MARANHAO;Água Doce do Maranhão;2100154
2100204;ALCANTARA;Alcântara;2100204
2100303;ALDEIAS ALTAS;Aldeias Altas;2100303
2100402;ALTAMIRA DO MARANHAO;Altamira do Maranhão;2100402
2100436;ALTO ALEGRE DO MARANHAO;Alto Alegre do Maranhão;2100436
2100477;ALTO ALEGRE DO PINDARE;Alto Alegre do Pindaré;2100477
2100501;ALTO PARNAIBA;Alto Parnaíba;2100501
2100550;AMAPA DO MARANHAO;Amapá do Maranhão;2100550
2100600;AMARANTE DO MARANHAO;Amarante do Maranhão;2100600
2100709;ANAJATUBA;Anajatuba;2100709
2100808;ANAPURUS;Anapurus;2100808
2100832;APICUM-ACU;Apicum-Açu;2100832
2100873;ARAGUANA;Araguanã;1702158
2100907;ARAIOSES;Araioses;2100907
2100956;ARAME;Arame;2100956
2101004;ARARI;Arari;2101004
2101103;AXIXA;Axixá;2101103
2101202;BACABAL;Bacabal;2101202
2101251;BACABEIRA;Bacabeira;2101251
2101301;BACURI;Bacuri;2101301
2101350;BACURITUBA;Bacurituba;2101350
2101400;BALSAS;Balsas;2101400
2101509;BARAO DE GRAJAU;Barão de Grajaú;2101509
2101608;BARRA DO CORDA;Barra do Corda;2101608
2101707;BARREIRINHAS;Barreirinhas;2101707
2101731;BELAGUA;Belágua;2101731
2101772;BELA VISTA DO MARANHAO;Bela Vista do Maranhão;2101772
2101806;BENEDITO LEITE;Benedito Leite;2101806
2101905;BEQUIMAO;Bequimão;2101905
2101939;BERNARDO DO MEARIM;Bernardo do Mearim;2101939
2101970;BOA VISTA DO GURUPI;Boa Vista do Gurupi;2101970
2102002;BOM JARDIM;Bom Jardim;3300506
2102036;BOM JESUS DAS SELVAS;Bom Jesus das Selvas;2102036
2102077;BOM LUGAR;Bom Lugar;2102077
2102101;BREJO;Brejo;2102101
2102150;BREJO DE AREIA;Brejo de Areia;2102150
2102200;BURITI;Buriti;2102200
2102309;BURITI BRAVO;Buriti Bravo;2102309
2102325;BURITICUPU;Buriticupu;2102325
2102358;BURITIRANA;Buritirana;2102358
2102374;CACHOEIRA GRANDE;Cachoeira Grande;2102374
2102408;CAJAPIO;Cajapió;2102408
2102507;CAJARI;Cajari;2102507
2102556;CAMPESTRE DO MARANHAO;Campestre do Maranhão;2102556
2102606;CANDIDO MENDES;Cândido Mendes;2102606
2102705;CANTANHEDE;Cantanhede;2102705
2102754;CAPINZAL DO NORTE;Capinzal do Norte;2102754
2102804;CAROLINA;Carolina;2102804
2102903;CARUTAPERA;Carutapera;2102903
2103000;CAXIAS;Caxias;2103000
2103109;CEDRAL;Cedral;2103109
2103125;CENTRAL DO MARANHAO;Central do Maranhão;2103125
2615508;TRACUNHAEM;Tracunhaém;2615508
2615607;TRINDADE;Trindade;2615607
2615706;TRIUNFO;Triunfo;2615706
2615805;TUPANATINGA;Tupanatinga;2615805
2615904;TUPARETAMA;Tuparetama;2615904
2616001;VENTUROSA;Venturosa;2616001
2616100;VERDEJANTE;Verdejante;2616100
2616183;VERTENTE DO LERIO;Vertente do Lério;2616183
2616209;VERTENTES;Vertentes;2616209
2616308;VICENCIA;Vicência;2616308
2906907;CARAVELAS;Caravelas;2906907
2907004;CARDEAL DA SILVA;Cardeal da Silva;2907004
2907103;CARINHANHA;Carinhanha;2907103
2907202;CASA NOVA;Casa Nova;2907202
2907301;CASTRO ALVES;Castro Alves;2907301
2907400;CATOLANDIA;Catolândia;2907400
2907509;CATU;Catu;2907509
2907558;CATURAMA;Caturama;2907558
2907608;CENTRAL;Central;2907608
2907707;CHORROCHO;Chorrochó;2907707
2907806;CICERO DANTAS;Cícero Dantas;2907806
2907905;CIPO;Cipó;2907905
2908002;COARACI;Coaraci;2908002
2908101;COCOS;Cocos;2908101
2908200;CONCEICAO DA FEIRA;Conceição da Feira;2908200
2908309;CONCEICAO DO ALMEIDA;Conceição do Almeida;2908309
2908408;CONCEICAO DO COITE;Conceição do Coité;2908408
2908507;CONCEICAO DO JACUIPE;Conceição do Jacuípe;2908507
2908606;CONDE;Conde;2504603
2908705;CONDEUBA;Condeúba;2908705
2908804;CONTENDAS DO SINCORA;Contendas do Sincorá;2908804
2908903;CORACAO DE MARIA;Coração de Maria;2908903
2909000;CORDEIROS;Cordeiros;2909000
2909109;CORIBE;Coribe;2909109
2909208;CORONEL JOAO SA;Coronel João Sá;2909208
2909307;CORRENTINA;Correntina;2909307
2909406;COTEGIPE;Cotegipe;2909406
2909505;CRAVOLANDIA;Cravolândia;2909505
2909604;CRISOPOLIS;Crisópolis;2909604
2909703;CRISTOPOLIS;Cristópolis;2909703
2909802;CRUZ DAS ALMAS;Cruz das Almas;2909802
2909901;CURACA;Curaçá;2909901
2910008;DARIO MEIRA;Dário Meira;2910008
2910057;DIAS D'AVILA;Dias d'Ávila;2910057
2910107;DOM BASILIO;Dom Basílio;2910107
2910206;DOM MACEDO COSTA;Dom Macedo Costa;2910206
2910305;ELISIO MEDRADO;Elísio Medrado;2910305
2910404;ENCRUZILHADA;Encruzilhada;2910404
2910503;ENTRE RIOS;Entre Rios;4205175
2910602;ESPLANADA;Esplanada;2910602
2910701;EUCLIDES DA CUNHA;Euclides da Cunha;2910701
2910727;EUNAPOLIS;Eunápolis;2910727
2910750;FATIMA;Fátima;1707553
2910776;FEIRA DA MATA;Feira da Mata;2910776
2910800;FEIRA DE SANTANA;Feira de Santana;2910800
2910859;FILADELFIA;Filadélfia;1707702
2910909;FIRMINO ALVES;Firmino Alves;2910909
2911006;FLORESTA AZUL;Floresta Azul;2911006
2911105;FORMOSA DO RIO PRETO;Formosa do Rio Preto;2911105
2911204;GANDU;Gandu;2911204
2911253;GAVIAO;Gavião;2911253
2911303;GENTIO DO OURO;Gentio do Ouro;2911303
2911402;GLORIA;Glória;2911402
2911501;GONGOGI;Gongogi;2911501
2911600;GOVERNADOR MANGABEIRA;Governador Mangabeira;2911600
2911659;GUAJERU;Guajeru;2911659
2911709;GUANAMBI;Guanambi;2911709
2911808;GUARATINGA;Guaratinga;2911808
2911857;HELIOPOLIS;Heliópolis;2911857
2911907;IACU;Iaçu;2911907
2912004;IBIASSUCE;Ibiassucê;2912004
2912103;IBICARAI;Ibicaraí;2912103
2912202;IBICOARA;Ibicoara;2912202
2912301;IBICUI;Ibicuí;2912301
2912400;IBIPEBA;Ibipeba;2912400
2912509;IBIPITANGA;Ibipitanga;2912509
2912608;IBIQUERA;Ibiquera;2912608
2912707;IBIRAPITANGA;Ibirapitanga;2912707
2912806;IBIRAPUA;Ibirapuã;2912806
2912905;IBIRATAIA;Ibirataia;2912905
2913002;IBITIARA;Ibitiara;2913002
2913101;IBITITA;Ibititá;2913101
2913200;IBOTIRAMA;Ibotirama;2913200
2913309;ICHU;Ichu;2913309
2913408;IGAPORA;Igaporã;2913408
2913457;IGRAPIUNA;Igrapiúna;2913457
2913507;IGUAI;Iguaí;2913507
2913606;ILHEUS;Ilhéus;2913606
2913705;INHAMBUPE;Inhambupe;2913705
2913804;IPECAETA;Ipecaetá;2913804
2913903;IPIAU;Ipiaú;2913903
2914000;IPIRA;Ipirá;2914000
2914109;IPUPIARA;Ipupiara;2914109
2914208;IRAJUBA;Irajuba;2914208
2914307;IRAMAIA;Iramaia;2914307
2914406;IRAQUARA;Iraquara;2914406
2914505;IRARA;Irará;2914505
2914604;IRECE;Irecê;2914604
2914653;ITABELA;Itabela;2914653
2914703;ITABERABA;Itaberaba;2914703
2914802;ITABUNA;Itabuna;2914802
2914901;ITACARE;Itacaré;2914901
2915007;ITAETE;Itaeté;2915007
2915106;ITAGI;Itagi;2915106
2915205;ITAGIBA;Itagibá;2915205
2915304;ITAGIMIRIM;Itagimirim;2915304
2915353;ITAGUACU DA BAHIA;Itaguaçu da Bahia;2915353
2915403;ITAJU DO COLONIA;Itaju do Colônia;2915403
2915502;ITAJUIPE;Itajuípe;2915502
2915601;ITAMARAJU;Itamaraju;2915601
2915700;ITAMARI;Itamari;2915700
2915809;ITAMBE;Itambé;2607653
2915908;ITANAGRA;Itanagra;2915908
2916005;ITANHEM;Itanhém;2916005
2916104;ITAPARICA;Itaparica;2916104
2916203;ITAPE;Itapé;2916203
2916302;ITAPEBI;Itapebi;2916302
2916401;ITAPETINGA;Itapetinga;2916401
2916500;ITAPICURU;Itapicuru;2916500
2916609;ITAPITANGA;Itapitanga;2916609
2916708;ITAQUARA;Itaquara;2916708
2916807;ITARANTIM;Itarantim;2916807
2916856;ITATIM;Itatim;2916856
2916906;ITIRUCU;Itiruçu;2916906
2917003;ITIUBA;Itiúba;2917003
2917102;ITORORO;Itororó;2917102
2917201;ITUACU;Ituaçu;2917201
2917300;ITUBERA;Ituberá;2917300
2917334;IUIU;Iuiú;2917334
2917359;JABORANDI;Jaborandi;2917359
2917409;JACARACI;Jacaraci;2917409
2917508;JACOBINA;Jacobina;2917508
2917607;JAGUAQUARA;Jaguaquara;2917607
2917706;JAGUARARI;Jaguarari;2917706
2917805;JAGUARIPE;Jaguaripe;2917805
2917904;JANDAIRA;Jandaíra;2405108
2918001;JEQUIE;Jequié;2918001
2918100;JEREMOABO;Jeremoabo;2918100
2918209;JIQUIRICA;Jiquiriçá;2918209
2918308;JITAUNA;Jitaúna;2918308
2918357;JOAO DOURADO;João Dourado;2918357
2918407;JUAZEIRO;Juazeiro;2918407
2918456;JUCURUCU;Jucuruçu;2918456
2918506;JUSSARA;Jussara;5212204
2918555;JUSSARI;Jussari;2918555
2918605;JUSSIAPE;Jussiape;2918605
2918704;LAFAIETE COUTINHO;Lafaiete Coutinho;2918704
2918753;LAGOA REAL;Lagoa Real;2918753
2918803;LAJE;Laje;2918803
2918902;LAJEDAO;Lajedão;2918902
2919009;LAJEDINHO;Lajedinho;2919009
2919058;LAJEDO DO TABOCAL;Lajedo do Tabocal;2919058
2919108;LAMARAO;Lamarão;2919108
2919157;LAPAO;Lapão;2919157
2919207;LAURO DE FREITAS;Lauro de Freitas;2919207
2919306;LENCOIS;Lençóis;2919306
2919405;LICINIO DE ALMEIDA;Licínio de Almeida;2919405
2919504;LIVRAMENTO DE NOSSA SENHORA;Livramento de Nossa Senhora;2919504
2919553;LUIS EDUARDO MAGALHAES;Luís Eduardo Magalhães;2919553
2919603;MACAJUBA;Macajuba;2919603
2919702;MACARANI;Macarani;2919702
2919801;MACAUBAS;Macaúbas;2919801
2919900;MACURURE;Macururé;2919900
2919926;MADRE DE DEUS;Madre de Deus;2919926
2919959;MAETINGA;Maetinga;2919959
2920007;MAIQUINIQUE;Maiquinique;2920007
2920106;MAIRI;Mairi;2920106
2920205;MALHADA;Malhada;2920205
2920304;MALHADA DE PEDRAS;Malhada de Pedras;2920304
2920403;MANOEL VITORINO;Manoel Vitorino;2920403
2920452;MANSIDAO;Mansidão;2920452
2920502;MARACAS;Maracás;2920502
2920601;MARAGOGIPE;Maragogipe;2920601
2920700;MARAU;Maraú;2920700
2920809;MARCIONILIO SOUZA;Marcionílio Souza;2920809
2920908;MASCOTE;Mascote;2920908
2921005;MATA DE SAO JOAO;Mata de São João;2921005
2921054;MATINA;Matina;2921054
2921104;MEDEIROS NETO;Medeiros Neto;2921104
2921203;MIGUEL CALMON;Miguel Calmon;2921203
2921302;MILAGRES;Milagres;2308302
2921401;MIRANGABA;Mirangaba;2921401
2921450;MIRANTE;Mirante;2921450
2921500;MONTE SANTO;Monte Santo;2921500
2921609;MORPARA;Morpará;2921609
2921708;MORRO DO CHAPEU;Morro do Chapéu;2921708
2921807;MORTUGABA;Mortugaba;2921807
2921906;MUCUGE;Mucugê;2921906
2922003;MUCURI;Mucuri;2922003
2922052;MULUNGU DO MORRO;Mulungu do Morro;2922052
2922102;MUNDO NOVO;Mundo Novo;5005681
2922201;MUNIZ FERREIRA;Muniz Ferreira;2922201
2922250;MUQUEM DE SAO FRANCISCO;Muquém de São Francisco;2922250
3437404;PEREIRA BARRETO;Pereira Barreto;3537404
3437503;PEREIRAS;Pereiras;3537503
3437602;PERUIBE;Peruíbe;3537602
3437701;PIACATU;Piacatu;3537701
3437800;PIEDADE;Piedade;3537800
3437909;PILAR DO SUL;Pilar do Sul;3537909
3438006;PINDAMONHANGABA;Pindamonhangaba;3538006
3438105;PINDORAMA;Pindorama;3538105
3438204;PINHALZINHO;Pinhalzinho;4212908
3438303;PIQUEROBI;Piquerobi;3538303
3438501;PIQUETE;Piquete;3538501
3438600;PIRACAIA;Piracaia;3538600
3438709;PIRACICABA;Piracicaba;3538709
3438808;PIRAJU;Piraju;3538808
3438907;PIRAJUI;Pirajuí;3538907
3439004;PIRANGI;Pirangi;3539004
3439103;PIRAPORA DO BOM JESUS;Pirapora do Bom Jesus;3539103
3439202;PIRAPOZINHO;Pirapozinho;3539202
3439301;PIRASSUNUNGA;Pirassununga;3539301
3439400;PIRATININGA;Piratininga;3539400
3439509;PITANGUEIRAS;Pitangueiras;4119657
3439608;PLANALTO;Planalto;4119806
3439707;PLATINA;Platina;3539707
3439806;POA;Poá;3539806
3439905;POLONI;Poloni;3539905
3440002;POMPEIA;Pompéia;3540002
3440101;PONGAI;Pongaí;3540101
3440200;PONTAL;Pontal;3540200
3440259;PONTALINDA;Pontalinda;3540259
3440309;PONTES GESTAL;Pontes Gestal;3540309
3440408;POPULINA;Populina;3540408
3440507;PORANGABA;Porangaba;3540507
3440606;PORTO FELIZ;Porto Feliz;3540606
3440705;PORTO FERREIRA;Porto Ferreira;3540705
3440754;POTIM;Potim;3540754
3440804;POTIRENDABA;Potirendaba;3540804
3440853;PRACINHA;Pracinha;3540853
3440903;PRADOPOLIS;Pradópolis;3540903
3441000;PRAIA GRANDE;Praia Grande;4213807
3441059;PRATANIA;Pratânia;3541059
3441109;PRESIDENTE ALVES;Presidente Alves;3541109
3441208;PRESIDENTE BERNARDES;Presidente Bernardes;3541208
3441307;PRESIDENTE EPITACIO;Presidente Epitácio;3541307
3441406;PRESIDENTE PRUDENTE;Presidente Prudente;3541406
3441505;PRESIDENTE VENCESLAU;Presidente Venceslau;3541505
3441604;PROMISSAO;Promissão;3541604
3441653;QUADRA;Quadra;3541653
3441703;QUATA;Quatá;3541703
3441802;QUEIROZ;Queiroz;3541802
3441901;QUELUZ;Queluz;3541901
3442008;QUINTANA;Quintana;3542008
3442107;RAFARD;Rafard;3542107
3442206;RANCHARIA;Rancharia;3542206
3442305;REDENCAO DA SERRA;Redenção da Serra;3542305
3442404;REGENTE FEIJO;Regente Feijó;3542404
3442503;REGINOPOLIS;Reginópolis;3542503
1501758;BREJO GRANDE DO ARAGUAIA;Brejo Grande do Araguaia;1501758
1501782;BREU BRANCO;Breu Branco;1501782
1501808;BREVES;Breves;1501808
1501907;BUJARU;Bujaru;1501907
1501956;CACHOEIRA DO PIRIA;Cachoeira do Piriá;1501956
1502004;CACHOEIRA DO ARARI;Cachoeira do Arari;1502004
1502103;CAMETA;Cametá;1502103
1502152;CANAA DOS CARAJAS;Canaã dos Carajás;1502152
1502202;CAPANEMA;Capanema;1502202
1502301;CAPITAO POCO;Capitão Poço;1502301
1502400;CASTANHAL;Castanhal;1502400
1502509;CHAVES;Chaves;1502509
1502608;COLARES;Colares;1502608
1502707;CONCEICAO DO ARAGUAIA;Conceição do Araguaia;1502707
1502756;CONCORDIA DO PARA;Concórdia do Pará;1502756
1502764;CUMARU DO NORTE;Cumaru do Norte;1502764
1502772;CURIONOPOLIS;Curionópolis;1502772
1502806;CURRALINHO;Curralinho;1502806
1502855;CURUA;Curuá;1502855
1502905;CURUCA;Curuçá;1502905
1502939;DOM ELISEU;Dom Eliseu;1502939
1502954;ELDORADO DOS CARAJAS;Eldorado dos Carajás;1502954
1503002;FARO;Faro;1503002
